category,region,price,avg_price_category_region,supplier_id,supplier_name,supplier_win_count,days_to_tender,price_per_unit,supplier_years_active,supplier_total_contracts,supplier_avg_contract_value,is_suspicious
Строительство,Алматы,4895989,4618383,BIN410405291320,ТОО ТехИмпорт 995,6,1,7274.87,10,393,19773417,0
Продукты,Актобе,2678761,3557199,BIN255244882056,ТОО ТехИмпорт 826,13,7,12012.38,9,481,16849758,0
Канцелярия,Шымкент,1574511,1282225,BIN720598904235,ТОО АстанаСнаб 476,8,9,1623.21,3,46,15623342,0
Канцелярия,Шымкент,1318224,1158837,BIN856722105479,ТОО Медика 646,4,3,11563.37,14,31,9491742,0
Строительство,Астана,4141644,3696971,BIN380311831141,ТОО Медика 904,3,1,44060.04,15,101,12005654,0
Медикаменты,Атырау,3378469,2868836,BIN355985234143,ТОО ЭкоПоставка 815,1,7,3563.79,10,399,16070795,0
Медикаменты,Алматы,3889564,4094076,BIN170067776948,ТОО ЭкоПоставка 779,1,6,99732.41,1,166,2301797,0
Канцелярия,Алматы,3475104,3669177,BIN522631850658,ТОО АстанаСнаб 803,1,5,3638.85,8,458,16218681,0
Строительство,Актобе,1627585,1969186,BIN727788269127,ТОО Медика 654,10,10,6838.59,12,354,2171921,0
Канцелярия,Алматы,1341167,1024987,BIN330564123501,ТОО СнабKZ 522,12,1,5831.16,5,103,16412209,1
Строительство,Шымкент,4559466,4775278,BIN424285241399,ТОО Медика 300,2,5,5601.31,10,33,1872499,0
Канцелярия,Атырау,2276414,3195275,BIN472028494136,ТОО Медика 719,14,10,8072.39,2,135,3248166,0
Продукты,Атырау,4015891,4939852,BIN725961052346,ТОО Медика 480,12,10,5486.19,4,240,3106462,0
Продукты,Атырау,934076,875961,BIN581484840820,ТОО ЭкоПоставка 691,9,10,1035.56,12,222,6098059,0
Продукты,Алматы,4856617,3528223,BIN493200382002,ТОО Медика 380,13,4,5582.32,4,489,6968836,0
Строительство,Атырау,5581497,3772758,BIN443217282254,ТОО ЭкоПоставка 605,2,6,23353.54,5,138,12521069,0
Продукты,Актобе,6972550,4748444,BIN406512707506,ТОО Медика 328,11,8,8939.17,6,128,6155275,1
Строительство,Астана,1755380,2480002,BIN892843186208,ТОО Медика 290,5,1,2729.98,2,336,10648283,1
Техника,Атырау,598481,618873,BIN644256554709,ТОО СнабKZ 576,5,9,1292.62,4,421,17663086,0
Строительство,Алматы,3053329,3270489,BIN911886062245,ТОО СнабKZ 952,13,1,8748.79,12,129,8149179,1
Строительство,Шымкент,1861339,2453020,BIN317056814892,ТОО АстанаСнаб 90,1,1,1918.91,10,211,19035687,0
Техника,Алматы,3819537,2453204,BIN555098974570,ТОО АстанаСнаб 987,13,10,26898.15,3,340,11678672,1
Канцелярия,Актобе,3315387,2261459,BIN358351679605,ТОО ТехИмпорт 296,11,4,4598.32,8,325,10781876,1
Продукты,Актобе,2119881,1944677,BIN840527212536,ТОО АстанаСнаб 65,14,4,17519.68,10,408,6253279,0
Продукты,Алматы,6558468,4890690,BIN719900813809,ТОО АстанаСнаб 638,1,4,53320.88,7,480,11033944,0
Медикаменты,Астана,1910803,2341805,BIN988242463015,ТОО Медика 849,4,1,8200.87,12,456,14889683,0
Канцелярия,Актобе,5342137,4820319,BIN629634532787,ТОО ЭкоПоставка 402,2,8,11060.33,11,491,18664546,0
Строительство,Атырау,3343024,2680444,BIN716763115438,ТОО ПрофСтрой 72,11,9,3343024.0,3,121,16156961,0
Техника,Астана,2618595,3211535,BIN176144757558,ТОО Медика 168,1,9,4594.03,9,460,17152554,0
Канцелярия,Актобе,2765674,3401998,BIN806022471771,ТОО ЭкоПоставка 741,5,1,5785.93,10,486,6526728,0
Продукты,Актобе,4708166,4331938,BIN338965624747,ТОО ПрофСтрой 283,15,5,9397.54,6,229,14596098,0
Продукты,Шымкент,5707922,4454234,BIN769655176157,ТОО Медика 869,2,5,9529.09,11,45,9058355,0
Канцелярия,Атырау,3595147,3209293,BIN608251432114,ТОО ПрофСтрой 125,9,4,6657.68,13,64,5926093,0
Медикаменты,Атырау,5744932,4123572,BIN391359615035,ТОО СнабKZ 341,5,7,19674.42,12,193,1889782,0
Канцелярия,Актобе,1438442,1458952,BIN330130657930,ТОО ТехИмпорт 107,15,2,2156.58,1,417,2372167,0
Продукты,Шымкент,3607209,4243341,BIN846328571267,ТОО Медика 553,7,6,4554.56,15,230,9390337,0
Строительство,Астана,2585451,3078773,BIN450414956578,ТОО ЭкоПоставка 699,15,5,6479.83,6,197,19023514,0
Техника,Шымкент,3022673,1915571,BIN195569048736,ТОО АстанаСнаб 463,9,5,14532.08,5,406,14466744,0
Техника,Шымкент,1028654,1051724,BIN525081657319,ТОО АстанаСнаб 280,2,9,1224.59,14,215,5932857,0
Канцелярия,Шымкент,3730356,3075454,BIN629787306840,ТОО АстанаСнаб 669,9,10,5997.36,5,133,9744269,0
Техника,Алматы,6076470,4819423,BIN290137502121,ТОО ПрофСтрой 555,5,5,13152.53,15,217,4163840,0
Строительство,Шымкент,2078531,2275437,BIN677143674322,ТОО ТехИмпорт 593,9,8,4148.76,15,15,2724024,0
Продукты,Актобе,2311984,2498169,BIN983859873561,ТОО ПрофСтрой 441,10,3,3158.45,4,370,3612875,0
Канцелярия,Актобе,4720505,3468382,BIN571391846206,ТОО АстанаСнаб 493,11,2,16858.95,1,414,3946074,0
Продукты,Актобе,4696182,4633120,BIN271753344090,ТОО ТехИмпорт 728,7,4,12010.7,6,268,19237315,0
Канцелярия,Атырау,4969560,3112304,BIN146756549610,ТОО СнабKZ 873,6,10,7428.34,1,494,7315257,0
Техника,Атырау,3056387,2638561,BIN930501694457,ТОО СнабKZ 864,11,5,4527.98,1,266,18760429,1
Техника,Астана,3563275,4568950,BIN642152372002,ТОО СнабKZ 341,7,5,8776.54,3,355,16545488,0
Канцелярия,Алматы,3926807,2462996,BIN259254380934,ТОО ПрофСтрой 966,3,4,4847.91,15,206,8652408,0
Строительство,Актобе,3009961,3895741,BIN767145878861,ТОО ПрофСтрой 332,1,1,14611.46,13,356,16666644,0
Техника,Шымкент,2029171,1922314,BIN527355836823,ТОО АстанаСнаб 585,9,4,2170.24,2,269,8263287,0
Техника,Актобе,3585539,2266417,BIN824214609704,ТОО ПрофСтрой 83,8,8,4515.79,15,294,5115793,0
Продукты,Астана,517841,513947,BIN427271870543,ТОО Медика 111,15,4,6239.05,6,169,14752338,0
Медикаменты,Актобе,1793180,1466627,BIN962454157771,ТОО ТехИмпорт 803,1,3,2569.03,5,40,19423692,0
Техника,Алматы,986989,1124439,BIN346758433863,ТОО АстанаСнаб 53,8,1,9869.89,15,90,11539038,0
Строительство,Атырау,2438148,2660103,BIN171593778497,ТОО Медика 577,5,4,7256.39,3,399,12979192,0
Техника,Алматы,1550776,1419941,BIN735346323802,ТОО СнабKZ 948,14,8,2845.46,5,113,4872872,0
Техника,Шымкент,1841827,1286008,BIN812178252852,ТОО ПрофСтрой 509,1,7,9302.16,3,68,7587474,0
Продукты,Алматы,867877,968125,BIN774839782648,ТОО ПрофСтрой 821,5,1,6111.81,9,278,9782328,0
Техника,Алматы,3630678,3184990,BIN927521969981,ТОО ПрофСтрой 116,6,4,56729.34,3,65,1766872,0
Техника,Астана,2973003,2437446,BIN497984445851,ТОО ЭкоПоставка 814,11,6,5567.42,3,80,14426799,0
Канцелярия,Актобе,2948081,1986398,BIN906999252922,ТОО АстанаСнаб 251,15,9,11295.33,9,89,4315336,1
Строительство,Астана,4814396,3633265,BIN792901620227,ТОО ЭкоПоставка 662,10,4,19104.75,7,265,8103690,0
Продукты,Алматы,7287959,4816488,BIN178368672118,ТОО Медика 182,7,6,7687.72,1,63,15326304,1
Техника,Алматы,3474447,4875434,BIN897035225413,ТОО АстанаСнаб 578,13,6,5541.38,2,51,13473890,1
Продукты,Актобе,5229073,4322904,BIN389796218032,ТОО ЭкоПоставка 589,14,5,9647.74,11,208,7040424,0
Канцелярия,Шымкент,5418134,4292831,BIN153253992623,ТОО АстанаСнаб 387,6,4,38155.87,2,454,1880635,0
Канцелярия,Шымкент,3365515,2945014,BIN934084411960,ТОО Медика 370,15,9,3722.91,6,429,4012161,0
Продукты,Актобе,3323708,2330888,BIN947700232987,ТОО ПрофСтрой 245,1,2,4033.63,10,265,5022121,0
Техника,Алматы,1221974,1121246,BIN577205231884,ТОО АстанаСнаб 194,8,2,1261.07,2,396,13885740,0
Продукты,Шымкент,1916151,1603147,BIN156207043736,ТОО ЭкоПоставка 202,15,5,6323.93,8,283,12033175,0
Канцелярия,Алматы,5875379,4880101,BIN822907147502,ТОО ТехИмпорт 109,9,8,8691.39,7,345,4385064,0
Техника,Астана,4206887,4296224,BIN115832100697,ТОО АстанаСнаб 842,2,8,4284.0,9,149,5808710,0
Продукты,Атырау,1428168,1601677,BIN198156028592,ТОО Медика 60,15,2,1647.25,4,217,8803649,0
Техника,Атырау,2145121,1376453,BIN451667904111,ТОО СнабKZ 363,7,7,4290.24,6,486,11169590,0
Медикаменты,Шымкент,3144558,2264135,BIN446417993049,ТОО ТехИмпорт 385,12,2,3721.37,14,72,16281240,0
Медикаменты,Актобе,1468252,1125422,BIN234902769851,ТОО ТехИмпорт 214,6,9,2744.4,12,96,16695854,0
Продукты,Актобе,2073497,1587213,BIN870891828837,ТОО ТехИмпорт 608,3,8,2735.48,1,63,1143361,0
Медикаменты,Шымкент,7341345,4891344,BIN315368052950,ТОО ПрофСтрой 269,7,8,10940.9,9,111,15152290,0
Техника,Астана,1976956,2186539,BIN686066939477,ТОО ПрофСтрой 778,8,1,3013.65,7,199,15389738,0
Канцелярия,Алматы,4617099,3544687,BIN788253087918,ТОО ЭкоПоставка 636,4,5,219861.86,10,315,3282756,0
Техника,Астана,5282894,4628935,BIN760940921318,ТОО Медика 401,1,3,17435.29,14,96,13387641,0
Строительство,Астана,2278121,3224115,BIN944251832707,ТОО ПрофСтрой 214,11,2,9336.56,3,239,13620966,0
Медикаменты,Алматы,5316820,4788168,BIN951300305425,ТОО ПрофСтрой 524,2,10,10344.01,3,111,12625483,0
Строительство,Шымкент,5344339,4827668,BIN694683701032,ТОО ТехИмпорт 520,4,3,178144.63,3,443,18002489,0
Медикаменты,Алматы,1403512,1219074,BIN783904538703,ТОО ТехИмпорт 853,2,7,2249.22,2,41,15278077,0
Канцелярия,Астана,2388431,1804125,BIN463001220791,ТОО Медика 775,8,4,2610.31,11,249,1810443,0
Техника,Шымкент,2304407,2327655,BIN116069035845,ТОО ЭкоПоставка 680,15,3,2306.71,3,263,3009385,0
Техника,Астана,1723912,1134009,BIN120209260965,ТОО Медика 802,1,2,6178.9,15,450,12604910,0
Медикаменты,Атырау,2290866,3052463,BIN625965039395,ТОО ПрофСтрой 795,12,2,8879.33,14,239,16831854,0
Канцелярия,Астана,5291960,3784919,BIN343730345836,ТОО АстанаСнаб 770,11,5,10216.14,6,215,7710255,0
Медикаменты,Атырау,3410889,2204650,BIN929530689186,ТОО ТехИмпорт 113,4,2,10560.03,5,454,6619399,0
Медикаменты,Шымкент,972723,712367,BIN619536255291,ТОО ПрофСтрой 795,3,3,2965.62,3,237,17445376,0
Медикаменты,Актобе,735247,564594,BIN277045101853,ТОО АстанаСнаб 753,10,10,754.1,15,148,10505116,0
Строительство,Астана,896093,915974,BIN956597399026,ТОО СнабKZ 936,8,10,3527.93,9,17,3720208,0
Канцелярия,Атырау,3565553,4173028,BIN355741671053,ТОО ПрофСтрой 927,15,1,14553.28,15,420,7065172,1
Медикаменты,Актобе,3601686,4712133,BIN725184029060,ТОО ЭкоПоставка 487,9,1,5541.06,7,62,3340894,0
Канцелярия,Алматы,2390409,1630900,BIN275569944759,ТОО СнабKZ 822,3,8,4017.49,10,226,6803232,0
Техника,Шымкент,4055071,4188907,BIN112353774837,ТОО ПрофСтрой 437,1,1,8796.25,1,66,16014175,1
Строительство,Атырау,7083142,4504128,BIN251975210072,ТОО ЭкоПоставка 496,9,6,9796.88,3,276,6284463,0
Строительство,Актобе,4021026,3634871,BIN693243031753,ТОО СнабKZ 479,4,7,10471.42,9,204,12189738,0
Продукты,Актобе,2129640,2673161,BIN271369574801,ТОО АстанаСнаб 322,13,10,3118.07,3,472,9762640,0
Техника,Астана,555078,661191,BIN691656768383,ТОО АстанаСнаб 542,11,9,963.68,11,332,11602014,0
Строительство,Астана,2372527,2378326,BIN756179908621,ТОО Медика 675,5,7,5441.58,6,393,7427282,0
Продукты,Актобе,787826,532807,BIN182752719625,ТОО Медика 501,8,8,808.03,3,374,5867375,0
Продукты,Астана,3245071,3653079,BIN965862843201,ТОО СнабKZ 806,2,8,7211.27,14,413,15987633,0
Медикаменты,Атырау,5842492,4036057,BIN730558243159,ТОО Медика 993,4,2,6098.63,10,25,6516502,0
Медикаменты,Алматы,4732006,3128257,BIN883393197902,ТОО ТехИмпорт 785,11,3,189280.24,10,46,19010990,1
Канцелярия,Атырау,7172743,4958528,BIN294460193572,ТОО ПрофСтрой 942,10,5,7952.04,13,424,4781555,1
Техника,Актобе,6328297,4562910,BIN672056378637,ТОО ТехИмпорт 561,4,3,18342.89,13,468,6283205,0
Канцелярия,Атырау,833940,866636,BIN988865956339,ТОО ПрофСтрой 368,9,8,3123.37,8,456,16302347,0
Продукты,Атырау,967238,607201,BIN698585212651,ТОО ТехИмпорт 415,8,10,14017.94,14,18,7908893,0
Техника,Алматы,3033791,3681134,BIN263779751544,ТОО Медика 954,7,10,43339.87,6,30,13923919,0
Медикаменты,Астана,1861800,1606047,BIN826896012252,ТОО ЭкоПоставка 233,12,4,1959.79,2,58,10941429,1
Строительство,Шымкент,2870787,1831111,BIN399110822705,ТОО Медика 999,12,9,4089.44,10,207,1812805,1
Продукты,Шымкент,2789825,2430678,BIN850262827288,ТОО ЭкоПоставка 830,6,3,13608.9,9,295,10055759,0
Техника,Астана,3209132,2013955,BIN100536661248,ТОО ЭкоПоставка 18,10,9,11461.19,6,131,7640017,1
Медикаменты,Актобе,676104,649908,BIN184917327312,ТОО ТехИмпорт 384,6,1,1948.43,6,175,3796383,0
Канцелярия,Алматы,2082701,1667270,BIN209673695509,ТОО АстанаСнаб 642,5,5,4375.42,9,312,17557990,0
Продукты,Алматы,1040913,682396,BIN213913986522,ТОО ПрофСтрой 186,7,1,1286.67,8,450,1600072,1
Продукты,Шымкент,1467712,1984982,BIN571590418150,ТОО ЭкоПоставка 640,14,7,13104.57,15,491,7818931,0
Строительство,Актобе,1794517,1580403,BIN835677615360,ТОО СнабKZ 874,14,9,11009.31,15,320,3791026,0
Продукты,Атырау,2641125,3364542,BIN286878155251,ТОО СнабKZ 8,6,4,4372.72,14,258,6910259,0
Продукты,Актобе,1163256,1123482,BIN456263732230,ТОО ЭкоПоставка 821,13,7,1463.22,2,187,1668493,0
Медикаменты,Астана,4847292,3693857,BIN437883737155,ТОО ЭкоПоставка 110,1,2,7645.57,15,234,13337262,0
Техника,Атырау,3030877,3544477,BIN723214235360,ТОО ПрофСтрой 307,3,6,3326.98,9,72,5456143,0
Строительство,Шымкент,3157867,2794057,BIN541250785003,ТОО ПрофСтрой 807,6,8,4453.97,7,452,7705730,0
Техника,Атырау,471460,555167,BIN845454756358,ТОО Медика 144,6,6,632.83,14,202,12126336,0
Продукты,Шымкент,2184491,2638298,BIN669548142399,ТОО ПрофСтрой 526,9,2,6912.95,10,70,10466743,0
Продукты,Алматы,5517127,3557361,BIN198758996629,ТОО ПрофСтрой 351,1,6,6219.99,1,284,2535081,0
Канцелярия,Атырау,1635310,1480358,BIN874252741742,ТОО Медика 825,7,9,35550.22,11,117,13249338,0
Канцелярия,Атырау,3219307,4456173,BIN561719026083,ТОО ТехИмпорт 938,11,4,3503.05,8,327,16110441,0
Техника,Шымкент,3149682,2956943,BIN343823883764,ТОО ЭкоПоставка 687,3,9,12700.33,14,382,15465300,0
Медикаменты,Актобе,1661376,1295321,BIN278115827920,ТОО ПрофСтрой 742,9,9,2163.25,6,57,1047363,0
Строительство,Атырау,3628528,3554179,BIN121355335317,ТОО ТехИмпорт 767,3,1,6633.51,8,281,16862089,0
Строительство,Шымкент,1632453,1051903,BIN872893079404,ТОО АстанаСнаб 975,13,5,3151.45,6,33,8334953,1
Строительство,Актобе,892459,721278,BIN549004345764,ТОО ЭкоПоставка 502,5,6,923.87,7,59,10620154,0
Техника,Алматы,1768404,1248100,BIN745387311458,ТОО ТехИмпорт 250,6,3,1934.8,10,395,16513437,0
Строительство,Актобе,4862863,4386434,BIN223088153480,ТОО ПрофСтрой 151,15,10,20693.03,2,214,15030196,1
Канцелярия,Актобе,3182175,4225490,BIN526124473079,ТОО СнабKZ 673,10,7,18501.02,8,436,4978270,0
Канцелярия,Алматы,5038203,3672719,BIN519426624213,ТОО Медика 20,13,2,65431.21,15,313,16212416,0
Техника,Атырау,2384962,1534576,BIN628345161208,ТОО ПрофСтрой 356,3,9,9578.16,6,103,16445390,0
Техника,Алматы,3157834,3599500,BIN599396380295,ТОО Медика 410,15,10,3384.6,3,143,7490625,0
Продукты,Шымкент,2856742,2716380,BIN361386845595,ТОО ТехИмпорт 460,11,9,7891.55,10,133,12066238,0
Продукты,Атырау,1544315,2086711,BIN823993593548,ТОО ТехИмпорт 676,7,1,4313.73,7,189,5958265,0
Канцелярия,Шымкент,3953756,2806515,BIN387746299007,ТОО ЭкоПоставка 231,15,2,7417.93,6,280,11139494,1
Продукты,Атырау,5673777,4361299,BIN907782990022,ТОО АстанаСнаб 465,5,3,14548.15,5,231,13832460,0
Строительство,Алматы,3284427,2647507,BIN116423064841,ТОО ЭкоПоставка 388,15,9,3976.3,9,376,1775342,0
Медикаменты,Атырау,7500276,4844446,BIN974053407750,ТОО ТехИмпорт 76,10,1,13251.37,13,197,1704519,1
Канцелярия,Актобе,1266403,1307447,BIN714087373708,ТОО ПрофСтрой 452,11,10,3527.58,3,218,3749077,0
Строительство,Алматы,5496134,3613006,BIN425594333382,ТОО ПрофСтрой 297,12,10,5755.11,5,425,12226382,1
Медикаменты,Шымкент,5541002,4262195,BIN150207290896,ТОО СнабKZ 865,9,8,6823.89,11,438,1803949,0
Строительство,Актобе,2353943,3239431,BIN584006276927,ТОО ТехИмпорт 759,9,7,2544.8,8,415,1851141,0
Техника,Шымкент,3310952,2885695,BIN195654443323,ТОО ПрофСтрой 918,14,7,7790.48,5,387,15569098,0
Техника,Астана,3467825,4884778,BIN408973841913,ТОО ЭкоПоставка 380,8,5,8869.12,12,338,6057541,0
Канцелярия,Алматы,3300265,2529706,BIN269241508463,ТОО ПрофСтрой 628,10,1,3430.63,7,460,2072438,1
Канцелярия,Атырау,2541190,2332058,BIN449540490859,ТОО АстанаСнаб 25,15,3,3594.33,3,267,16228273,0
Канцелярия,Актобе,630128,570072,BIN635328806904,ТОО ТехИмпорт 22,4,7,3073.8,12,221,19816660,0
Техника,Актобе,4063204,2639323,BIN885469155837,ТОО ПрофСтрой 854,14,6,79670.67,14,436,17162034,1
Медикаменты,Астана,2897128,2379739,BIN639349789523,ТОО АстанаСнаб 19,9,5,5064.91,1,374,1732315,0
Медикаменты,Астана,2298068,2877394,BIN248050437918,ТОО ЭкоПоставка 576,4,6,2406.35,13,346,1763565,0
Канцелярия,Атырау,961409,664914,BIN848105972683,ТОО АстанаСнаб 765,11,3,1100.01,7,227,17743960,1
Продукты,Атырау,1127139,1140767,BIN736884683685,ТОО СнабKZ 583,4,3,4368.76,13,203,5700402,0
Медикаменты,Алматы,612528,513725,BIN628212002997,ТОО ЭкоПоставка 472,1,3,653.71,4,336,7957472,0
Медикаменты,Атырау,2791475,1875226,BIN422347271375,ТОО ТехИмпорт 251,13,3,23457.77,4,413,18445380,1
Медикаменты,Атырау,1030005,873324,BIN886799624995,ТОО Медика 534,14,4,6358.06,6,439,13918429,0
Медикаменты,Астана,5677038,3842459,BIN791991549116,ТОО ЭкоПоставка 982,7,10,18860.59,2,197,3466163,0
Продукты,Шымкент,3761811,3050934,BIN964438170968,ТОО ЭкоПоставка 390,12,5,4604.42,9,195,9177675,0
Строительство,Шымкент,1655230,1039919,BIN484373093448,ТОО ТехИмпорт 917,15,10,3840.44,9,151,3859416,1
Техника,Алматы,5964537,4731615,BIN814957124357,ТОО Медика 924,12,6,19302.71,7,273,17342986,0
Строительство,Шымкент,2158645,2365002,BIN773766666635,ТОО ТехИмпорт 338,5,6,2735.93,8,288,11882194,0
Техника,Атырау,2487699,2457778,BIN789733797907,ТОО АстанаСнаб 62,13,7,2638.07,11,361,2342206,0
Строительство,Алматы,1408783,1754697,BIN881832016935,ТОО ПрофСтрой 790,5,2,2093.29,9,164,9862388,0
Медикаменты,Атырау,837352,720874,BIN150731532688,ТОО ПрофСтрой 618,15,6,3012.06,13,287,6822323,0
Строительство,Алматы,3559113,2485785,BIN285835480535,ТОО ПрофСтрой 48,4,7,11518.17,10,46,4115073,0
Канцелярия,Астана,3520329,3019324,BIN477316167736,ТОО ЭкоПоставка 321,15,9,3725.22,2,427,3631758,0
Продукты,Актобе,4751069,4647809,BIN771335443571,ТОО ТехИмпорт 875,14,9,6748.68,12,71,6401188,0
Медикаменты,Шымкент,3690358,4126592,BIN687278500987,ТОО ПрофСтрой 126,4,5,17084.99,14,100,16632800,0
Медикаменты,Алматы,1247450,799216,BIN493296340003,ТОО СнабKZ 788,5,10,1589.11,4,215,5901974,0
Техника,Алматы,4826675,4778234,BIN707437341819,ТОО СнабKZ 868,11,8,8938.29,5,387,7138771,0
Техника,Алматы,5395584,4890132,BIN183041514329,ТОО Медика 563,12,3,11806.53,4,392,13666090,0
Канцелярия,Шымкент,5049056,4447908,BIN265995768676,ТОО СнабKZ 893,1,5,1262264.0,4,384,2189823,0
Канцелярия,Актобе,900520,882080,BIN372024700301,ТОО СнабKZ 37,7,10,5235.58,13,225,19797082,0
Продукты,Атырау,1404244,1534115,BIN735305029930,ТОО ТехИмпорт 90,1,3,1476.6,3,144,8606228,0
Канцелярия,Алматы,5870888,4522510,BIN164561282746,ТОО АстанаСнаб 468,14,10,20818.75,3,236,17335893,0
Канцелярия,Атырау,4963707,3545583,BIN943350381456,ТОО ПрофСтрой 130,8,5,25987.99,3,176,2377726,0
Канцелярия,Атырау,4455361,4857382,BIN380428746491,ТОО Медика 410,9,3,5426.75,13,46,18702221,0
Канцелярия,Астана,4774605,3357179,BIN125264109853,ТОО АстанаСнаб 910,13,6,33156.98,10,29,18719913,1
Канцелярия,Астана,1479053,1344501,BIN357898524283,ТОО СнабKZ 998,7,3,123254.42,11,443,8629121,0
Строительство,Актобе,1836555,2118886,BIN463813800481,ТОО ПрофСтрой 865,8,5,2642.53,10,85,12961484,0
Канцелярия,Актобе,3427964,3572423,BIN751312946182,ТОО ПрофСтрой 166,15,10,19814.82,4,104,13874576,0
Продукты,Атырау,4602182,3717343,BIN694056477687,ТОО ТехИмпорт 183,4,10,19667.44,2,389,13619064,0
Продукты,Актобе,3334092,4270796,BIN872623051939,ТОО АстанаСнаб 284,10,9,16754.23,14,17,12736484,0
Техника,Астана,4823256,3822292,BIN630527477619,ТОО АстанаСнаб 529,3,5,10577.32,2,86,19283223,0
Канцелярия,Алматы,865416,855263,BIN403817212492,ТОО СнабKZ 564,2,5,3068.85,11,142,9238357,0
Канцелярия,Актобе,1187598,1235914,BIN471023180681,ТОО ТехИмпорт 750,7,10,2448.66,8,497,6549986,0
Медикаменты,Актобе,3874987,2654119,BIN753451121615,ТОО ПрофСтрой 545,12,7,9615.35,4,177,6394078,1
Медикаменты,Атырау,3671237,3432246,BIN862046349525,ТОО АстанаСнаб 509,4,9,5479.46,6,217,9040546,0
Техника,Шымкент,2405493,1847702,BIN119689313039,ТОО ПрофСтрой 888,7,7,3322.5,7,280,11940063,0
Техника,Астана,593599,805062,BIN805156252065,ТОО Медика 459,13,8,1336.93,1,178,9992947,0
Медикаменты,Алматы,1615733,1235477,BIN981833447338,ТОО СнабKZ 50,10,8,2171.68,2,351,16258296,1
Медикаменты,Актобе,4302796,4863444,BIN485461713780,ТОО АстанаСнаб 600,2,4,4307.1,5,293,18534993,0
Канцелярия,Актобе,4548874,4300582,BIN104205426659,ТОО ЭкоПоставка 208,14,10,17979.74,11,285,2798967,0
Продукты,Атырау,6925204,4761859,BIN996479927992,ТОО СнабKZ 914,4,5,15423.62,3,218,17563706,0
Канцелярия,Актобе,2907612,2130602,BIN628886163027,ТОО ПрофСтрой 965,8,1,5074.37,2,400,7564558,0
Продукты,Астана,1341250,1768546,BIN507232707745,ТОО СнабKZ 7,6,10,3736.07,11,88,19171735,0
Строительство,Актобе,1133246,1267262,BIN788110977890,ТОО ТехИмпорт 830,10,10,1895.06,2,396,13540653,1
Продукты,Шымкент,6441109,4138648,BIN418553659472,ТОО ТехИмпорт 420,11,5,36186.01,12,168,5246156,1
Продукты,Астана,3952261,3673834,BIN640790083620,ТОО ПрофСтрой 782,15,10,7585.91,6,266,19767144,0
Канцелярия,Шымкент,1749293,1607475,BIN728646462417,ТОО ПрофСтрой 55,14,4,1857.0,7,338,18186973,0
Медикаменты,Атырау,627481,749260,BIN942151463449,ТОО СнабKZ 299,4,6,1132.64,3,226,11246289,0
Медикаменты,Шымкент,3351738,3097693,BIN253166633177,ТОО ТехИмпорт 132,10,1,19600.81,14,216,15108213,1
Канцелярия,Шымкент,4071424,3491638,BIN133784819204,ТОО ТехИмпорт 53,5,10,44254.61,5,472,17587246,0
Техника,Актобе,4293095,3326208,BIN889247664862,ТОО Медика 803,8,2,13209.52,2,295,3260223,0
Строительство,Шымкент,2681853,1902002,BIN744705165308,ТОО ТехИмпорт 226,10,4,3487.46,8,244,3551253,1
Техника,Шымкент,5119810,4091399,BIN775132501350,ТОО Медика 780,13,8,6497.22,7,456,7895616,0
Медикаменты,Атырау,1644591,1272530,BIN628232645545,ТОО ПрофСтрой 43,11,7,6824.03,8,332,13419454,0
Медикаменты,Шымкент,2500149,1605995,BIN499384097787,ТОО ПрофСтрой 699,5,1,2818.66,2,153,7356666,1
Техника,Алматы,1104447,1304415,BIN674554193807,ТОО АстанаСнаб 703,2,5,2091.76,4,497,6172654,0
Медикаменты,Атырау,1448393,1651204,BIN534735858771,ТОО СнабKZ 360,13,4,11404.67,8,68,18212059,0
Строительство,Шымкент,3016641,2898488,BIN739084716605,ТОО ЭкоПоставка 240,15,6,3857.6,5,195,2464962,0
Техника,Шымкент,1626886,1688063,BIN286479209857,ТОО ПрофСтрой 881,9,8,180765.11,15,237,7105005,0
Медикаменты,Астана,2643483,2573972,BIN965293501117,ТОО ЭкоПоставка 949,3,2,4098.42,9,434,15399519,0
Продукты,Алматы,1277535,811919,BIN132154651010,ТОО ЭкоПоставка 602,5,8,638767.5,9,469,13487182,0
Канцелярия,Астана,3404331,2652969,BIN269496446310,ТОО ТехИмпорт 876,2,1,6025.36,8,30,8257260,0
Строительство,Актобе,1940766,1623616,BIN542812176325,ТОО ЭкоПоставка 644,1,7,2816.79,8,241,12486090,0
Техника,Шымкент,3611027,2894791,BIN359943907155,ТОО ТехИмпорт 885,7,5,3933.58,15,483,16995566,0
Техника,Шымкент,701080,518649,BIN654267397362,ТОО Медика 472,12,7,3115.91,2,191,5554140,0
Продукты,Актобе,2283037,2910737,BIN144432523937,ТОО Медика 672,1,6,3313.55,1,373,10117646,0
Канцелярия,Актобе,6478717,4229917,BIN475320826775,ТОО ЭкоПоставка 517,6,3,44991.09,8,246,4367592,0
Медикаменты,Шымкент,4140283,4880184,BIN432847014857,ТОО СнабKZ 567,14,10,5663.86,14,243,6467553,0
Продукты,Астана,3450064,3937206,BIN499854192716,ТОО ТехИмпорт 42,15,2,3933.94,2,378,3903243,0
Техника,Алматы,4583742,3696937,BIN863935470280,ТОО СнабKZ 93,4,3,17428.68,11,105,15652300,0
